Country,Year,Energy Type,Production (GWh),Installed Capacity (MW),Investments (USD),Energy Consumption,Energy Storage Capacity,Grid Integration Capability,Electricity Prices,Energy Subsidies,Proportion of Energy from Renewables,R&D Expenditure,Renewable Energy Patents,Innovation Index,GDP,Population,Government Policies,Renewable Energy Targets,Public-Private Partnerships in Energy,Energy Market Liberalization,Ease of Doing Business,Regulatory Quality,Political Stability,Control of Corruption,CO2 Emissions,Average Annual Temperature,Solar Irradiance,Wind Speed,Hydro Potential,Biomass Availability
USA,2023,Wind,80180.29247,44186.83292,9111274442,286735.3309,714.9651077,0.297238666,0.392871658,604681347.6,93.65060837,2601939744,162,14.1767108,1.20133E+14,731832536,0,0,0,1,53.17362015,8.17601434,9.803503764,9.203808807,230129.3787,2.741216475,191.4372107,0.721379825,13.30600334,17.37447888
USA,2021,Geothermal,21519.88683,30324.34559,4359880532,53810.8068,358.8887353,0.405248837,0.378372047,433168808.8,23.41720151,7072624433,366,0.319795242,8.00773E+13,850044081,1,0,1,1,46.79540895,7.859300309,6.415370009,3.378786424,350695.3948,20.22638398,199.1032231,4.040229995,5.458174844,2.049188554
Japan,2005,Hydro,34621.6668,12424.20655,4741697335,603843.2602,910.5357709,0.887575056,0.220068183,98632796.22,9.068790069,4836115862,603,89.43640112,1.18038E+14,731880968,0,1,0,0,18.83369144,3.267264986,0.512709156,6.445187838,698034.6734,8.879726747,180.5518041,12.63257742,94.79882171,36.48657185
USA,2021,Biomass,58609.67885,32735.67143,5746494112,904966.03,809.8763313,0.928639346,0.181493079,251796813.2,43.83836836,3985400770,62,1.098653749,5.27132E+13,537656520,0,0,1,0,59.97496575,2.008589224,0.518713733,6.878047634,704137.6665,-3.828967453,209.4853161,1.413868109,12.94356264,87.68552507
Canada,2004,Wind,72411.58131,15018.27819,6096467847,156363.9465,608.0376394,0.198504057,0.121260801,143450279.3,43.44794057,3002497356,340,15.8592445,3.92433E+13,650835948,1,1,1,0,34.90480426,6.120164954,6.780000313,2.440900189,178032.8004,5.021234511,105.194398,4.58825527,76.15900479,24.04987896
India,2011,Geothermal,63274.7225,17326.09655,3003863764,758693.6451,817.4761138,0.443015015,0.471898129,702400943.8,32.7217554,6686005232,812,41.29563069,1.60524E+14,636760983,0,1,0,1,51.65907805,2.005375191,9.789261559,7.401852533,457104.7589,10.70839007,193.295123,3.733699201,4.721315898,26.82760484
Canada,2005,Geothermal,35336.54093,4103.628939,5669710972,899404.7012,820.4926861,0.243855877,0.310964696,896971115,38.17799033,5399005231,85,36.92034124,1.95876E+14,179177547,0,1,1,1,95.22932598,3.400687535,7.241348065,6.086256522,37642.82726,-2.453631798,248.3653352,14.13619713,68.31061126,93.9986471
Canada,2006,Hydro,90590.60283,20430.9166,132973690.7,869208.3586,140.2834514,0.364068566,0.444359565,777047498.5,22.33478306,2591319471,992,10.84348439,9.37478E+13,462056810,0,1,0,1,69.68147392,8.681902179,8.961852054,8.859606369,721550.8266,39.5879943,274.0642699,1.809565332,18.42336249,95.22158134
Australia,2011,Hydro,40907.84962,1776.00356,458414532.4,884475.4294,70.90343058,0.345413884,0.142876438,796933215.3,8.646347464,2220857704,460,75.99208259,3.35371E+13,105943028,0,1,1,0,42.27831385,9.079905402,5.50295142,8.114994978,370249.5194,20.30836398,170.27075,2.255661532,17.43821516,8.187481272
France,2010,Geothermal,62387.57055,21564.61795,7535222387,67563.88538,765.8771689,0.632776107,0.41285671,652865572,32.2583828,4171877998,55,19.99442491,7.25716E+12,1337802427,0,1,1,1,29.07425802,2.077113502,4.411754822,5.031427717,217082.0336,3.544050212,223.5730415,10.9665016,44.53510641,10.99862733
Brazil,2015,Biomass,34358.50451,46617.65861,8359835166,411996.2199,365.3619441,0.690801341,0.343075751,739752095.5,48.35415018,2345763933,288,85.02386013,1.90971E+14,533062525,0,1,1,1,81.0014755,3.957406641,9.997659404,5.235747498,247610.196,7.910715929,211.5874057,3.291845855,95.63289934,89.85715592
China,2010,Hydro,43528.67801,46502.38005,8925348442,673597.2999,144.21476,0.368930802,0.419125715,931476207.2,6.136465036,6879628738,831,7.858201464,1.09992E+14,375850837,0,0,0,0,87.46935376,4.22415971,6.564799703,6.524184895,111578.6508,-1.234236848,211.5070927,1.746373521,43.54011106,34.48414207
Canada,2016,Solar,99562.62463,19949.18869,515356674.2,613064.7693,987.8338378,0.682701006,0.306162915,802385179.4,12.41961918,7703508190,94,61.84916542,1.44739E+14,994007185,0,1,0,0,23.5090189,5.160891896,0.390609826,4.919198576,311398.912,31.8443596,139.7775246,12.61480204,3.900863564,83.71596472
Brazil,2017,Solar,26692.33643,15439.16879,5621561058,744542.1843,729.2237113,0.835997136,0.29804803,826906214.1,10.52224494,5325255332,920,28.19052861,1.1395E+14,1012924343,1,1,0,0,21.70970585,2.8563093,1.423996083,9.898108729,798888.9066,-9.59320791,157.3300153,5.436218642,20.1868873,16.34774804
Japan,2008,Wind,11530.78276,37215.56457,5222112943,237262.9002,776.2374077,0.627484554,0.237914125,454666686,21.97715248,2168615037,110,88.47597724,1.03E+14,658820837,0,0,0,1,5.042821374,1.871107012,1.747733955,5.262111256,437867.4421,36.28578257,267.2473667,12.91368141,54.38512539,82.33538851
France,2013,Biomass,75076.81051,1732.4877,8161255261,195825.1441,302.8102077,0.050334598,0.381095214,212492019.9,19.22308027,2197214515,564,91.85851685,6.95364E+13,1075464666,1,0,0,0,21.16277026,5.711960744,4.64160779,2.292777142,175054.8833,-7.062140568,264.2055892,5.801640856,97.13040586,28.69339592
India,2006,Geothermal,39922.07968,37182.53155,5402001246,780463.033,426.3935261,0.080081051,0.213237758,869094833.1,6.937533727,2438835697,917,93.94005316,1.01722E+14,1411253626,0,0,1,1,61.72627577,6.794849579,3.230010309,6.347667748,284780.2603,29.74232636,165.6415125,5.785882066,56.51373968,84.98279918
China,2017,Wind,11045.24558,29794.9341,6624408911,188570.5775,458.1394043,0.36064869,0.296958926,568965189.7,74.19252995,5502388726,852,93.27171393,1.50674E+14,25353996,0,0,1,1,50.74484969,2.291641078,1.786912327,5.608268008,127517.0769,-5.921243526,223.4937822,4.55917277,5.616076977,28.85880081
UK,2011,Wind,14953.50639,28934.29275,413820614.3,900586.309,155.456178,0.902824113,0.326267532,160075468.6,92.95948932,8270089645,11,3.262102319,1.07049E+14,275798887,1,0,0,1,55.24667196,8.450752592,3.812321644,7.08269677,32455.60019,-4.156509789,105.5487836,2.676908909,55.80997584,28.90569782
France,2018,Geothermal,79329.95985,49466.82911,2406790659,659347.9636,247.1027587,0.844818006,0.181806078,891696269,90.83100613,2347716952,457,81.58004502,1.69904E+14,1376589273,0,0,1,1,22.11571522,8.983823398,2.237729693,6.866742296,239951.3258,37.89413517,271.2794429,9.81469218,62.40983832,6.37221619
Canada,2020,Wind,69720.84531,30416.05069,5906358549,662237.8183,446.0989193,0.751701449,0.093162528,625041529.6,22.37728639,6282989243,954,24.22544862,1.96919E+14,110200235,0,0,1,1,77.42366022,8.08396712,3.689054562,1.618534351,284034.129,31.73221178,160.6420046,12.30154553,59.22269815,56.24972127
Japan,2008,Wind,47818.89233,22366.86441,2934624798,538397.6599,828.738543,0.670687821,0.467703342,698271553.4,29.95544467,5358018940,386,70.43063508,2.22249E+12,317051289,0,0,0,1,5.259839065,7.647628481,1.021583098,2.228925811,904585.4322,-5.525528375,149.8572936,1.936809874,14.18769805,23.2639852
France,2019,Solar,28474.75934,24303.2309,21020901.66,495218.3525,903.5054969,0.502986664,0.445734642,736504659.9,69.04194554,9452069833,304,2.838242849,2.02132E+13,620172080,1,0,0,0,22.30808304,9.966985629,5.167403156,1.147495474,547101.9222,13.78841759,296.3708737,10.19779149,44.23059607,60.4472497
Brazil,2003,Wind,3703.093577,38991.24918,942894612.3,488550.5996,854.2955125,0.041613689,0.268923406,186104189.3,28.61690987,8136677175,584,1.603138042,1.05682E+12,790227143,1,0,1,0,8.55358884,3.648341862,2.420880827,2.345723696,714070.0311,11.91724205,283.2852118,14.75271789,12.44145466,93.34943117
India,2018,Wind,37338.72924,23855.33951,816265997.7,874848.0573,559.8482195,0.103223943,0.481619338,601425445.8,97.24475499,2437525152,312,57.26401905,5.67119E+13,557066120,0,1,1,1,61.13875354,4.026085968,2.923824523,5.572426763,296392.2348,-4.366106062,263.2606789,1.292316847,77.02057101,68.66105656
UK,2018,Solar,69118.27651,13439.84761,2935221342,149073.1977,864.6325335,0.190280497,0.085391345,350180235.4,72.8498293,4803011817,272,70.13770069,1.16767E+14,666918914,0,0,0,0,70.4801039,5.752782329,4.679482239,9.046678828,847606.8009,-8.393851804,119.2712404,6.752785732,64.96368857,12.791565
Russia,2017,Biomass,42980.56751,20793.34485,9431190044,218144.2289,311.764157,0.233506242,0.169976155,870204863.2,59.84700009,9655932112,325,96.83090046,6.10647E+13,200924318,0,1,0,1,47.57740127,2.432928269,8.809006956,2.554787929,169721.1465,10.07928544,228.6557252,10.74972768,49.73612109,64.3685652
Japan,2019,Solar,54352.92179,28502.71803,426481829.9,187831.7475,711.2450879,0.474554061,0.365777291,587069733.6,94.26430551,7144997260,795,79.82964051,1.31796E+14,1082524893,1,1,0,1,83.3043962,2.386129261,0.542936125,1.383460661,620963.5566,1.052000953,278.593796,9.605440632,83.16759582,54.07370914
Russia,2016,Geothermal,85431.56921,21776.02812,5127066311,813410.8193,450.9762126,0.8209126,0.341452481,609963842.3,57.32906919,1929776600,723,74.31838663,9.22139E+13,142094073,1,1,1,0,86.8482317,9.377804266,1.375081285,7.26267614,780054.0343,30.9559056,126.8587876,8.501792359,1.03938227,27.20605913
Australia,2006,Hydro,6177.702873,415.3914775,4601006768,697190.3524,473.3464956,0.050389047,0.453271352,45706025.02,72.09016972,2596564895,536,7.381350745,1.6146E+13,156953304,1,0,1,0,64.8922937,9.005921035,3.040748996,7.367992665,224448.9145,24.26956043,123.3710373,3.290953994,24.24368384,12.30450039
India,2023,Geothermal,38445.94421,23521.71542,9655581583,999586.9669,653.7208561,0.867161441,0.467384937,757805184.7,73.46458663,8414432194,399,16.82599618,6.95841E+13,1417838442,1,1,1,0,76.00848856,7.422448743,7.788458402,7.933355783,878989.233,16.27586468,110.1371974,11.91485916,37.30505632,4.923092742
Brazil,2019,Wind,95716.16844,14086.6728,9931795984,714069.2674,674.3710843,0.15890562,0.306762209,640130371.8,10.12812764,5502184356,386,30.50891447,9.84666E+13,1162718741,1,0,0,0,75.36271459,8.601269036,9.250452596,9.272854367,467545.2929,8.700399826,197.1107722,10.12665447,32.73031932,36.61645671
China,2013,Hydro,81107.35245,12207.92393,258254332.7,995124.523,697.0435883,0.497906329,0.459239754,864533694.4,95.1766266,3467111865,180,56.05160751,6.46215E+13,896751513,1,1,1,0,15.79170553,5.78764032,8.288903939,9.547034725,799136.9326,-1.368972231,133.6769899,0.723230242,26.85607478,80.61035078
India,2013,Solar,54329.74917,26447.83805,278230642.4,331865.3912,940.5415389,0.673462853,0.119394543,457238446.8,52.60523694,6607840370,220,88.78214609,1.90211E+14,874121069,1,0,0,0,6.260381518,9.878122806,9.535633491,5.663128321,216753.7583,19.19308359,276.1448123,14.56844354,2.92341368,30.21885315
China,2022,Wind,75387.96976,6155.197863,9316943667,367402.521,583.8943339,0.574536251,0.053429795,520693494.6,73.54909478,7819777494,399,97.85966117,1.73681E+14,1086904109,0,0,0,1,6.291943621,8.53314216,5.895361502,1.349779399,761686.3901,24.71037175,206.7044316,3.106169696,59.65382429,44.74711533
USA,2004,Geothermal,54065.37772,41490.56367,9625191002,700804.6832,892.3481863,0.188695705,0.365380715,27629757.48,78.01393918,8489151797,384,6.441994815,1.33282E+14,369690547,0,1,1,0,60.15868176,4.463132756,3.070235315,9.042061516,256092.9013,9.61390957,255.8235994,8.257345588,53.07369685,44.56867773
France,2002,Solar,56280.11924,45307.66567,6260181035,742952.1291,804.3158167,0.720412992,0.286148776,287715227.3,24.02199434,4176139705,22,31.08380465,8.54512E+13,119703277,1,0,1,1,16.09315107,4.570860838,6.426872512,6.791190381,325650.894,-4.11213612,117.4028522,6.740396558,64.7002988,30.62875806
Brazil,2023,Solar,32625.91926,21359.99402,5192008995,204060.9676,265.0717593,0.773986224,0.128870074,822858325.7,45.01955806,1794778309,335,18.53672286,1.57778E+14,153667830,1,0,0,0,77.33737687,3.985683334,8.721612717,8.871338142,602622.7429,0.776496538,118.3124005,8.459343601,56.53411655,51.34092852
China,2010,Solar,68815.25038,17652.6019,3603313333,543688.3294,180.427874,0.273700311,0.343127363,311553289.5,84.38559731,8894101479,281,47.50439959,8.25263E+13,661937259,0,1,0,1,32.71908848,6.005102284,2.147886317,4.432794206,877308.459,-0.866175101,189.5040412,3.230014133,13.19372518,65.5050662
China,2023,Biomass,24559.60104,30526.38985,5827857006,2076.428817,248.2170036,0.045272884,0.213080861,501855786.2,62.00862788,4936359609,253,77.79790462,9.3337E+13,228814651,1,1,0,1,60.21084618,0.906645679,9.837117148,9.968824872,205598.4695,34.92296017,160.8311227,1.403384739,6.092139337,98.70224086
Canada,2015,Biomass,17596.839,11337.29728,9923365189,802736.892,275.357038,0.009450313,0.46537894,46081594.8,35.60473926,5554451777,28,2.555017742,1.37473E+14,1129055952,0,0,0,1,89.00928004,1.314534314,5.136019707,6.873800716,434118.2956,29.8812015,228.882769,5.051462642,93.4944071,0.8732643
France,2002,Solar,87679.01365,23658.49175,6480272126,21137.76237,722.3801239,0.781408336,0.249716937,477504999.2,14.23265606,7324341729,486,43.78156058,1.65435E+14,1451627746,0,0,0,0,23.91783541,0.12389967,1.303543439,8.364809134,79222.32556,15.87255232,165.5980338,0.421838501,44.55995067,22.81576582
USA,2010,Wind,88189.51706,18331.15232,7827492265,410407.0006,820.7973186,0.166874577,0.084302817,240510025.8,58.63087439,3115976065,338,53.16806756,2.00036E+13,603846417,1,0,0,0,25.04319492,3.083342522,7.981211151,8.496819107,280684.4399,-5.822575487,181.1484264,10.76915897,65.76364953,33.48048248
India,2008,Solar,50065.15015,33839.66357,1898242821,651515.2225,607.2584177,0.918628356,0.280950608,167389640.8,74.55808812,5013960496,795,75.93754415,6.99144E+13,1337324757,0,1,0,0,12.64737916,8.273255433,4.420018666,1.483157195,524136.9815,17.02426096,104.640125,11.83137132,80.81246566,6.039661417
France,2022,Solar,16095.33538,18834.40276,2443689231,708859.7044,97.82674275,0.381020266,0.286012711,728673791.8,74.50590548,30422556.21,284,42.76192365,1.19916E+14,392840522,0,1,1,1,22.32175565,0.368402145,4.292723719,2.166855705,37535.32836,-3.52931719,263.2337782,10.95752838,54.71348546,51.39935386
China,2001,Solar,57818.92273,5248.307352,7915208636,206051.0462,311.0981813,0.077089003,0.211987379,611438478.1,6.911223513,4360149168,616,24.28879617,1.82609E+14,481747312,0,0,1,0,75.57970984,8.230353748,1.147420103,6.854538296,397057.5447,3.588424512,179.0864598,4.974608702,97.92683158,87.50638285
Brazil,2014,Geothermal,86339.22626,33938.68364,9573078872,658923.4152,408.4036588,0.548129875,0.098707774,267923578.2,29.47612307,9755666502,229,26.09544888,1.95615E+14,1273068022,1,1,1,0,93.3413646,6.951874496,9.055349985,6.176515059,327958.0635,2.228741801,104.8935986,0.491977149,32.9215544,35.25856495
Japan,2003,Hydro,80224.83309,8998.106295,4081840973,546697.6772,618.5515443,0.543643494,0.31801357,97510043.87,63.76286682,85625698.36,646,80.00527685,5.00473E+13,58566752,0,1,1,0,75.64103238,2.685591162,6.079783697,8.975712427,256573.3986,3.380157172,271.66236,7.459810332,39.43892128,56.7175537
Russia,2018,Solar,41942.55382,18067.84905,9043695635,804430.031,971.5936148,0.71998794,0.327543518,962272556.5,58.59064016,4786743617,931,65.51378504,1.32602E+14,18863432,1,0,0,0,28.64184189,6.316840724,7.23296642,0.354870225,675045.0852,13.38213239,122.613893,3.144718807,66.13198684,70.10567144
China,2023,Wind,40190.97674,37755.63353,5215266728,447336.3384,720.6028003,0.62325474,0.191257609,16104062.41,84.18544407,2488013255,90,36.76147617,1.8847E+14,411610575,1,0,1,0,26.43929191,8.186167332,6.374197704,4.562952909,281939.2053,3.347025578,261.6501912,14.26777006,27.29149914,13.28171043
USA,2006,Geothermal,44633.39593,29658.08553,6791892022,261455.1775,818.5765807,0.750836484,0.460987939,730621974,94.94043086,5980358829,53,84.52938613,1.88303E+14,962509076,1,1,0,0,6.976283736,1.689283944,7.896689039,5.634677838,462918.8513,39.09106439,242.9286617,1.798264221,85.22033742,51.16632005
Australia,2009,Solar,71973.81387,18806.28721,7172017210,311516.4748,80.13315913,0.333499716,0.064505982,227882163.4,19.60578394,970823437.3,30,38.15294934,8.71512E+12,321991532,1,1,0,1,73.51679047,0.772950366,0.794536773,9.533775859,896086.2522,20.76316485,130.662975,14.05595065,22.89537796,68.45416267
Germany,2021,Wind,62922.49798,45241.93954,7941582715,485214.4908,149.303875,0.295395939,0.220819073,605740280,66.92084218,705531764.1,205,11.05593587,5.91893E+13,680070591,0,1,1,1,7.577425396,8.13870932,6.020218671,3.185185491,866376.376,18.27934546,198.9323682,9.046399761,85.42338113,45.09658384
Japan,2003,Biomass,68198.2221,16516.4055,1496549166,970556.2255,882.2266319,0.212764447,0.417675765,208588006.7,71.63340172,4401072622,83,63.72174904,1.96204E+14,1374186829,1,0,1,1,37.95985571,9.791660106,2.912321025,4.905077106,471410.3184,-7.684360057,292.0238363,13.79647344,92.89072426,4.547306095
Japan,2007,Biomass,88600.15131,4503.908429,4859663030,712065.0501,791.114166,0.991610859,0.475192511,692889596.2,30.09362782,1410315463,815,46.49301941,1.86148E+14,1053327634,0,0,1,0,26.39889014,9.887300855,6.114276902,0.241073457,449877.0174,27.51159307,246.0841131,14.8339264,33.98099469,95.60493326
France,2023,Geothermal,72358.09527,18049.02409,7751321376,616900.1787,178.4929414,0.494704018,0.116402953,244468887.8,73.65574958,7603314988,832,34.85780696,6.22904E+11,350404495,1,0,1,0,51.66229305,0.525646211,3.032565086,6.054022514,462873.8013,-7.707311387,112.9112851,14.39104795,89.2981874,82.57606795
India,2011,Wind,99696.6064,32732.96305,3498935414,799920.803,480.6594534,0.355066582,0.491361345,129612466.1,64.06988843,8559479236,135,93.23831024,9.4002E+13,43200308,1,0,0,0,58.02001493,1.822395895,8.510237424,1.208937976,1124.768458,15.1968533,282.1588156,8.180299104,43.41921271,88.45301301
Germany,2015,Hydro,82340.91205,4190.828203,2463755355,711273.4747,195.630831,0.533513095,0.455113384,602376559.6,68.41357695,2855927416,11,67.87412597,1.94633E+14,1270686729,1,0,0,1,59.12127396,6.057048893,2.329517577,8.576621057,282108.7461,19.63569604,110.2543902,6.681740582,16.72409804,26.75219305
USA,2004,Wind,99685.26471,2533.960864,8965256037,321090.7352,114.6473982,0.341958155,0.195834748,188138827.6,36.78991858,2793459981,100,62.14693086,1.73306E+14,22171057,1,0,1,1,12.79501038,2.814842957,6.701830321,2.944804364,389940.3017,29.61821459,250.5716781,8.828867331,4.27856631,70.6923576
Canada,2005,Solar,62650.25692,17982.94526,345933077.9,978682.7284,231.198735,0.316891415,0.298413266,27869877.38,58.9782972,9928131937,164,81.8396343,8.89666E+13,1465023986,0,1,1,0,21.26538948,5.990887241,2.814681777,2.85205788,614855.4287,25.0773986,273.8434457,3.467988506,26.07574813,71.51496261
France,2017,Biomass,74977.57062,27813.64935,9101547537,121701.1187,801.9596963,0.274049015,0.132113312,769308463.1,93.8200546,116313266.3,588,58.02681193,1.72327E+14,505001562,0,1,1,1,31.20735114,6.469939453,2.367494471,1.743729455,381615.0859,17.45419076,148.606091,13.91945236,23.91052435,6.25538063
Australia,2018,Hydro,47184.9493,8674.806429,2543032969,215150.4135,60.02589892,0.744158203,0.483043718,971036730.4,48.05984638,3556890665,323,3.837457533,1.86762E+14,1267904085,0,1,1,1,51.13309414,3.367544004,2.989957175,0.755505422,439541.1077,9.794311096,148.4910477,14.06509584,83.4377881,52.27775732
France,2005,Geothermal,86174.00682,40042.60571,3765310092,36342.77955,372.8325852,0.304734609,0.30135969,807167227.2,12.00645331,3776464300,319,38.54669422,1.8671E+14,1002285207,0,1,0,1,46.23491077,2.102266809,6.078825676,0.346041291,492200.9671,15.74065535,171.6185463,4.833348415,88.8858324,82.14962501
Australia,2015,Biomass,75734.9203,18252.53976,2285038122,990849.3623,761.7034139,0.775923128,0.071487116,200419872.3,1.826891174,8024604986,152,82.93835993,1.6568E+13,820359060,1,1,1,1,50.06582043,8.289501672,4.899099481,4.423505241,984861.0834,17.44594323,149.2613532,6.439708961,26.71958618,49.85209305
Germany,2021,Geothermal,5759.95066,16205.78013,6201143865,192715.0262,962.6591449,0.474868313,0.260357339,22257610.09,1.553614733,6768635486,900,88.11653021,7.74693E+13,1406355512,1,1,1,1,76.25758853,2.774131242,2.107582068,4.160870204,338983.6984,-7.799266768,163.0320925,14.69609973,98.76582435,58.41328262
Japan,2014,Biomass,38772.96645,7895.213064,9905813186,991106.6419,326.8635966,0.659374429,0.442131804,66348113.02,61.79994026,9367524196,372,6.421259505,1.79039E+14,242578487,1,0,0,0,43.89655497,7.9046318,5.967713173,3.677688177,957252.632,26.59771681,148.7549146,6.76086742,37.40551059,37.9227054
China,2013,Wind,83622.47196,13733.31844,4359526487,747365.2083,95.94564867,0.139807354,0.077868985,432667963.4,79.58847364,5890136693,822,18.78230143,5.37839E+13,796365459,1,0,1,0,94.06102557,5.448473949,0.330837414,4.873682789,317071.0903,32.90252839,147.1041073,4.974891009,89.46500139,35.3236429
Brazil,2008,Hydro,67591.11462,37324.69706,2995644723,491047.4435,512.4820011,0.671805789,0.359735685,843188888.3,27.10717883,8932261513,204,16.47062632,8.36324E+13,1089355966,1,0,1,1,6.15950781,9.875088588,9.341167142,9.697982222,818182.3061,36.08892767,179.2811218,8.463604182,70.05343999,99.09667503
India,2011,Wind,89454.04721,44964.7836,3354374243,187870.8457,988.5919804,0.294431184,0.474532176,3643331.71,95.84306494,4246885164,597,25.72655443,4.26628E+13,880324008,1,0,1,1,13.40306053,1.034910991,1.346149088,6.124957058,542189.7557,26.45339522,283.3247203,12.64130569,6.717481062,1.602345217
Australia,2019,Hydro,58587.62155,1709.842381,4475583460,154071.1355,824.5741177,0.185922004,0.119378281,273248046.8,16.64053566,3427816365,706,19.48114351,1.19921E+13,151087195,0,0,1,1,20.92855329,8.710911398,9.719232646,0.2642023,528466.8722,10.76701209,226.8034035,9.42546746,94.34836784,46.66962108
UK,2011,Hydro,97341.48801,12475.16046,3991741869,468116.621,22.92426672,0.361310248,0.190295639,910965902.8,94.97561158,1539670410,177,14.47019847,1.00443E+14,31344171,1,0,0,0,47.53595531,7.069146989,3.048212907,5.905466543,980561.7817,22.51519909,212.1997281,9.025861162,98.345257,71.30550895
India,2022,Hydro,42390.56153,4591.876711,2649728506,554948.2419,21.85639867,0.17805684,0.115606327,200678361.9,44.41155758,4471748807,589,71.96408713,5.9965E+13,180394327,0,0,1,1,97.01067384,6.396875816,7.992966979,7.815658557,825236.7011,15.2630231,141.4493934,7.714696374,37.67307103,2.81742554
Canada,2007,Solar,36822.16434,49699.10819,2038973665,681291.5467,723.8796218,0.632480305,0.301030682,747436981.7,29.68410319,5973197753,744,73.90471892,5.51123E+13,432297444,0,1,1,1,43.28618763,5.622083463,6.803209278,2.205893107,756467.5853,-7.434935954,100.389815,5.047182363,14.92752742,7.160657578
Germany,2003,Geothermal,5826.407026,45318.22101,8775909265,787643.3738,152.8569296,0.559977209,0.413041569,881131483.1,30.57963916,6445394293,486,44.0815363,1.77662E+14,418212614,1,0,0,0,26.54895855,3.625757367,9.817644878,8.238207698,88756.86688,8.572919093,279.4757675,0.311146018,82.59714918,57.32306792
Brazil,2003,Geothermal,88250.87233,33508.18781,4205528586,736241.0622,308.3422243,0.667783751,0.279545165,212061411.9,75.45056516,1305195713,994,61.88525728,1.11969E+14,1323135913,0,1,1,1,59.84359579,1.6487994,2.064265144,4.72474906,712112.3026,1.584662868,142.3266024,2.152087371,60.01659226,74.13907602
Australia,2020,Wind,35205.86967,29966.39256,1568387415,932155.4465,239.3058946,0.530131037,0.334530287,892014206,38.89962923,2175093184,635,98.09342402,8.15457E+13,176909122,1,0,1,0,77.9300448,9.429765761,4.301072081,2.654906686,568814.4073,12.35812778,167.3717201,4.843017483,77.25566983,14.55259866
Japan,2019,Hydro,62805.67611,34646.13612,6838953781,206933.8506,88.61369239,0.459948775,0.298842492,830761811.5,91.63318895,2998224321,957,0.683963281,7.57076E+13,1294595403,1,1,0,0,91.16322914,7.996008171,8.017730725,8.027058204,571563.1009,5.987710669,135.5925018,13.11097254,29.56513288,59.42095358
Japan,2001,Solar,74690.03381,3981.299766,5183239337,825703.0069,756.6764301,0.886619674,0.30107898,301786609.2,59.22238563,4362454422,205,47.50668079,1.26883E+14,1001176760,1,0,1,0,96.83505306,8.152167424,9.007214823,2.828620641,561556.4885,13.35845008,191.7804668,3.788492772,29.95463572,38.87956042
France,2010,Biomass,39502.42951,41681.55524,2905291378,202493.4771,764.9737658,0.741412929,0.169351397,463963460.7,20.15051848,9879393395,960,87.58592659,7.66735E+13,1475232344,0,1,0,1,51.81611548,1.644458686,2.336117268,2.692656439,763004.9289,23.98969981,144.9697696,8.338043197,28.36058681,73.65477522
India,2012,Wind,37964.82126,7679.369703,175723927.1,309277.0543,185.0008917,0.162484728,0.435939121,933606006,85.72830171,3256511284,89,0.120734816,1.21169E+13,828846277,1,1,1,0,15.69483384,5.277679062,2.05718932,5.032703445,842369.4933,-6.758538819,227.0804685,6.998389968,75.70613579,71.106727
Australia,2010,Geothermal,73345.54104,3431.027177,9902249267,390771.5303,895.4082036,0.303210119,0.2372882,458836704.3,28.83786851,3022371472,684,61.32507283,1.81288E+14,104208076,0,0,1,0,35.1810958,8.727411263,2.7146625,8.890975229,879644.7671,34.70781658,255.7619923,9.55412207,77.63626277,97.91515761
Germany,2007,Wind,66119.73911,3211.206959,2448703305,727400.618,19.99103999,0.766481357,0.489341307,654179539,57.04050319,3420183124,339,20.13080376,5.58167E+13,1321792139,1,1,1,0,54.0568676,3.532406404,0.970805695,6.296019948,893044.7302,14.6398178,110.918214,5.699146956,95.21555095,16.04420221
Russia,2015,Geothermal,12447.3411,8368.437929,2695392922,226335.3144,182.5326329,0.835717737,0.148247953,862955646.9,58.17440722,7231582956,947,56.11093426,1.8121E+14,845763925,0,1,1,0,24.12542102,4.046411408,0.154354793,8.641801159,967594.1482,2.028923218,108.6781732,9.486199112,39.75704554,70.98122917
USA,2003,Wind,28840.64489,42418.67345,267931588,178040.9502,954.8058221,0.45372661,0.372580527,804627916.9,25.0102822,820496550.6,473,65.71388303,1.59795E+14,1284269659,1,1,1,0,68.01535189,7.628904319,6.469447996,7.964444892,507060.487,-0.995638313,150.4977913,0.208412528,22.42455237,35.83405896
Canada,2023,Hydro,31313.19716,16058.91423,4387924366,567444.9538,602.5498693,0.34203505,0.147326165,224143022.1,50.22512592,4728743212,12,2.233838922,2.47047E+13,1023827206,0,1,1,0,95.32598111,6.082836898,8.001147563,0.15736364,858589.2025,5.115854736,156.4672592,10.9420292,14.49188171,65.42643146
France,2007,Biomass,81081.63177,22358.21259,1921633363,209625.0991,243.1972903,0.863323517,0.128029977,66715933.98,57.44445341,2728176543,996,63.13377828,9.74375E+13,222818710,0,1,0,1,70.27800801,1.382445898,4.885932751,6.566879218,862891.708,20.81713365,219.5008254,2.784659974,48.13936024,48.5183555
France,2010,Solar,12469.76696,26525.73588,2961678510,870783.1921,654.1837475,0.965565309,0.289357191,938870416.9,40.50900377,7625268298,693,63.71680097,9.02087E+12,168524493,0,0,0,0,1.519350821,1.638152384,8.046990958,3.602809505,856327.9808,37.85138168,143.7124943,12.53326109,71.50843943,72.12533629
